scenario,year,region,type,value
SSP2_1000C_CACN_NoCC,2065,CAN,PRM_FRS,271517.626769511
SSP2_1000C_CACN_NoCC,2065,CAN,MNG_FRS,38113.95562330818
SSP2_1000C_CACN_NoCC,2065,CAN,BIOCROP,14860.385925617236
SSP2_1000C_CACN_NoCC,2065,CAN,GRAZING,13837.652148436842
SSP2_1000C_CACN_NoCC,2065,CAN,GRASS,2972.5493907080318
SSP2_1000C_CACN_NoCC,2065,CAN,URB,785.9824775390625
SSP2_1000C_CACN_NoCC,2065,BRA,CROP,62178.722128479385
SSP2_1000C_CACN_NoCC,2065,BRA,CROP_FLW,201.85398441439196
SSP2_1000C_CACN_NoCC,2065,BRA,PRM_FRS,581071.8555227459
SSP2_1000C_CACN_NoCC,2065,BRA,MNG_FRS,3333.7471994392304
SSP2_1000C_CACN_NoCC,2065,BRA,BIOCROP,24624.131741166995
SSP2_1000C_CACN_NoCC,2065,BRA,GRAZING,177286.8005145056
SSP2_1000C_CACN_NoCC,2065,BRA,GRASS,51817.457362963316
SSP2_1000C_CACN_NoCC,2065,BRA,URB,3742.538360931397
SSP2_1000C_CACN_NoCC,2065,XLM,OTH,72183.21731250001
SSP2_1000C_CACN_NoCC,2065,XLM,CROP,85021.14511294673
SSP2_1000C_CACN_NoCC,2065,XLM,CROP_FLW,10199.534392011166
SSP2_1000C_CACN_NoCC,2065,XLM,PRM_FRS,513488.1325209735
SSP2_1000C_CACN_NoCC,2065,XLM,MNG_FRS,11997.418376266029
SSP2_1000C_CACN_NoCC,2065,XLM,BIOCROP,16349.05847386077
SSP2_1000C_CACN_NoCC,2065,XLM,GRAZING,351186.0729497989
SSP2_1000C_CACN_NoCC,2065,XLM,GRASS,165540.38289329995
SSP2_1000C_CACN_NoCC,2065,XLM,URB,4894.335314867021
SSP2_1000C_CACN_NoCC,2065,CIS,OTH,253974.9918984375
SSP2_1000C_CACN_NoCC,2065,CIS,CROP,77755.58375707154
SSP2_1000C_CACN_NoCC,2065,CIS,CROP_FLW,67245.20029815527
SSP2_1000C_CACN_NoCC,2065,CIS,PRM_FRS,910428.4606791157
SSP2_1000C_CACN_NoCC,2065,CIS,MNG_FRS,28685.282141002397
SSP2_1000C_CACN_NoCC,2065,CIS,BIOCROP,47290.85181741158
SSP2_1000C_CACN_NoCC,2065,CIS,GRAZING,345220.4365625482
SSP2_1000C_CACN_NoCC,2065,CIS,GRASS,128672.06697845782
SSP2_1000C_CACN_NoCC,2065,CIS,URB,5880.5270887603765
SSP2_1000C_CACN_NoCC,2065,XME,OTH,281021.7655625
SSP2_1000C_CACN_NoCC,2065,XME,CROP,32862.13357154775
SSP2_1000C_CACN_NoCC,2065,XME,CROP_FLW,1430.6778991028214
SSP2_1000C_CACN_NoCC,2065,XME,PRM_FRS,9102.026625257353
SSP2_1000C_CACN_NoCC,2065,XME,MNG_FRS,555.878466611241
SSP2_1000C_CACN_NoCC,2065,XME,BIOCROP,22946.775493141296
SSP2_1000C_CACN_NoCC,2065,XME,GRAZING,258831.18234231207
SSP2_1000C_CACN_NoCC,2065,XME,GRASS,71265.59695810982
SSP2_1000C_CACN_NoCC,2065,XME,URB,2128.071955810547
SSP2_1000C_CACN_NoCC,2065,XNF,OTH,456890.6350624999
SSP2_1000C_CACN_NoCC,2065,XNF,CROP,30285.02213298133
SSP2_1000C_CACN_NoCC,2065,XNF,CROP_FLW,1192.4679303217617
SSP2_1000C_CACN_NoCC,2065,XNF,PRM_FRS,2996.6098243253155
SSP2_1000C_CACN_NoCC,2065,XNF,MNG_FRS,58.66401393069055
SSP2_1000C_CACN_NoCC,2065,XNF,BIOCROP,5170.90479072564
SSP2_1000C_CACN_NoCC,2065,XNF,GRAZING,73046.153573293
SSP2_1000C_CACN_NoCC,2065,XNF,GRASS,2498.145175488772
SSP2_1000C_CACN_NoCC,2065,XNF,URB,927.4797019042969
SSP2_1000C_CACN_NoCC,2065,XAF,OTH,399410.63371875
SSP2_1000C_CACN_NoCC,2065,XAF,CROP,459854.3335636683
SSP2_1000C_CACN_NoCC,2065,XAF,CROP_FLW,6969.221053128439
SSP2_1000C_CACN_NoCC,2065,XAF,PRM_FRS,597948.3814924252
SSP2_1000C_CACN_NoCC,2065,XAF,MNG_FRS,20490.874176359255
SSP2_1000C_CACN_NoCC,2065,XAF,BIOCROP,28692.9054476048
SSP2_1000C_CACN_NoCC,2065,XAF,GRAZING,861505.7289408144
SSP2_1000C_CACN_NoCC,2065,XAF,GRASS,361811.35349327704
SSP2_1000C_CACN_NoCC,2065,XAF,URB,2896.931178625107
SSP2_1000C_CACN_NoCC,2065,ASIA2,OTH,312611.42105468747
SSP2_1000C_CACN_NoCC,2065,ASIA2,CROP,360435.66084208153
SSP2_1000C_CACN_NoCC,2065,ASIA2,CROP_FLW,5017.172426331894
SSP2_1000C_CACN_NoCC,2065,ASIA2,PRM_FRS,575330.5205432324
SSP2_1000C_CACN_NoCC,2065,ASIA2,MNG_FRS,34062.404309863814
SSP2_1000C_CACN_NoCC,2065,ASIA2,BIOCROP,103991.28972282479
SSP2_1000C_CACN_NoCC,2065,ASIA2,GRAZING,537304.6435981113
SSP2_1000C_CACN_NoCC,2065,ASIA2,GRASS,169177.72991300264
SSP2_1000C_CACN_NoCC,2065,ASIA2,URB,16641.596986114502
SSP2_1000C_CACN_NoCC,2065,World,OTH,2111196.772609375
SSP2_1000C_CACN_NoCC,2065,World,CROP,1412841.8396720286
SSP2_1000C_CACN_NoCC,2065,World,CROP_FLW,210757.27127078647
SSP2_1000C_CACN_NoCC,2065,World,PRM_FRS,4042945.1483219643
SSP2_1000C_CACN_NoCC,2065,World,MNG_FRS,239210.0587813222
SSP2_1000C_CACN_NoCC,2065,World,BIOCROP,400261.4650359693
SSP2_1000C_CACN_NoCC,2065,World,GRAZING,3306149.925726687
SSP2_1000C_CACN_NoCC,2065,World,GRASS,1518419.9670543517
SSP2_1000C_CACN_NoCC,2065,World,URB,61494.25336591386
SSP2_1000C_CACN_NoCC,2065,Non-OECD,OTH,1776092.664609375
SSP2_1000C_CACN_NoCC,2065,Non-OECD,CROP,1106691.311401316
SSP2_1000C_CACN_NoCC,2065,Non-OECD,CROP_FLW,91573.22317039422
SSP2_1000C_CACN_NoCC,2065,Non-OECD,PRM_FRS,3165833.593298935
SSP2_1000C_CACN_NoCC,2065,Non-OECD,MNG_FRS,97812.64475109059
SSP2_1000C_CACN_NoCC,2065,Non-OECD,BIOCROP,248617.59005795818
SSP2_1000C_CACN_NoCC,2065,Non-OECD,GRAZING,2604331.5336719994
SSP2_1000C_CACN_NoCC,2065,Non-OECD,GRASS,950207.4316251909
SSP2_1000C_CACN_NoCC,2065,Non-OECD,URB,35401.19061899567
SSP2_1000C_CACN_NoCC,2065,Industrial,OTH,321872.108
SSP2_1000C_CACN_NoCC,2065,Industrial,CROP,248674.05117104854
SSP2_1000C_CACN_NoCC,2065,Industrial,CROP_FLW,113102.89856612336
SSP2_1000C_CACN_NoCC,2065,Industrial,PRM_FRS,835138.6820890831
SSP2_1000C_CACN_NoCC,2065,Industrial,MNG_FRS,136385.84966190433
SSP2_1000C_CACN_NoCC,2065,Industrial,BIOCROP,138476.5384434383
SSP2_1000C_CACN_NoCC,2065,Industrial,GRAZING,672633.679814086
SSP2_1000C_CACN_NoCC,2065,Industrial,GRASS,546649.7449705716
SSP2_1000C_CACN_NoCC,2065,Industrial,URB,24181.440413742544
SSP2_1000C_CACN_NoCC,2065,Transition,OTH,520635.75745312497
SSP2_1000C_CACN_NoCC,2065,Transition,CROP,440776.68455483625
SSP2_1000C_CACN_NoCC,2065,Transition,CROP_FLW,73528.20381683856
SSP2_1000C_CACN_NoCC,2065,Transition,PRM_FRS,1841207.1014828105
SSP2_1000C_CACN_NoCC,2065,Transition,MNG_FRS,59724.131293599414
SSP2_1000C_CACN_NoCC,2065,Transition,BIOCROP,144720.6537506294
SSP2_1000C_CACN_NoCC,2065,Transition,GRAZING,921695.548635944
SSP2_1000C_CACN_NoCC,2065,Transition,GRASS,281246.91849298717
SSP2_1000C_CACN_NoCC,2065,Transition,URB,22567.039569885255
SSP2_1000C_CACN_NoCC,2065,Developing,OTH,1268688.90715625
SSP2_1000C_CACN_NoCC,2065,Developing,CROP,723391.1039461439
SSP2_1000C_CACN_NoCC,2065,Developing,CROP_FLW,24126.168887824573
SSP2_1000C_CACN_NoCC,2065,Developing,PRM_FRS,1366599.3647500703
SSP2_1000C_CACN_NoCC,2065,Developing,MNG_FRS,43100.07782581849
SSP2_1000C_CACN_NoCC,2065,Developing,BIOCROP,117064.27284190153
SSP2_1000C_CACN_NoCC,2065,Developing,GRAZING,1711820.6972766574
SSP2_1000C_CACN_NoCC,2065,Developing,GRASS,690523.3035907929
SSP2_1000C_CACN_NoCC,2065,Developing,URB,14745.773382286072
SSP2_1000C_CACN_NoCC,2065,R5ASIA,OTH,312611.42105468747
SSP2_1000C_CACN_NoCC,2065,R5ASIA,CROP,358734.3711346209
SSP2_1000C_CACN_NoCC,2065,R5ASIA,CROP_FLW,4334.2676132603865
SSP2_1000C_CACN_NoCC,2065,R5ASIA,PRM_FRS,550798.1266340915
SSP2_1000C_CACN_NoCC,2065,R5ASIA,MNG_FRS,32690.78037748175
SSP2_1000C_CACN_NoCC,2065,R5ASIA,BIOCROP,103542.9622940471
SSP2_1000C_CACN_NoCC,2065,R5ASIA,GRAZING,537255.1587887272
SSP2_1000C_CACN_NoCC,2065,R5ASIA,GRASS,168602.42876359407
SSP2_1000C_CACN_NoCC,2065,R5ASIA,URB,14931.307018096923
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,OTH,335104.108
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,CROP,306150.5282707127
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,CROP_FLW,119184.04810039225
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,PRM_FRS,877111.5550230294
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,MNG_FRS,141397.41403023165
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,BIOCROP,151643.87497801107
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,GRAZING,701818.392054688
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,GRASS,568212.5354291608
SSP2_1000C_CACN_NoCC,2065,R5OECD90+EU,URB,26093.062746918204
SSP2_1000C_CACN_NoCC,2065,R5REF,OTH,253974.9918984375
SSP2_1000C_CACN_NoCC,2065,R5REF,CROP,77755.58375707154
SSP2_1000C_CACN_NoCC,2065,R5REF,CROP_FLW,67245.20029815527
SSP2_1000C_CACN_NoCC,2065,R5REF,PRM_FRS,910428.4606791157
SSP2_1000C_CACN_NoCC,2065,R5REF,MNG_FRS,28685.282141002397
SSP2_1000C_CACN_NoCC,2065,R5REF,BIOCROP,47290.85181741158
SSP2_1000C_CACN_NoCC,2065,R5REF,GRAZING,345220.4365625482
SSP2_1000C_CACN_NoCC,2065,R5REF,GRASS,128672.06697845782
SSP2_1000C_CACN_NoCC,2065,R5REF,URB,5880.5270887603765
SSP2_1000C_CACN_NoCC,2065,R5MAF,OTH,1137323.0343437498
SSP2_1000C_CACN_NoCC,2065,R5MAF,CROP,523001.4892681974
SSP2_1000C_CACN_NoCC,2065,R5MAF,CROP_FLW,9592.366882553022
SSP2_1000C_CACN_NoCC,2065,R5MAF,PRM_FRS,610047.0179420079
SSP2_1000C_CACN_NoCC,2065,R5MAF,MNG_FRS,21105.416656901187
SSP2_1000C_CACN_NoCC,2065,R5MAF,BIOCROP,56810.585731471736
SSP2_1000C_CACN_NoCC,2065,R5MAF,GRAZING,1193383.0648564193
SSP2_1000C_CACN_NoCC,2065,R5MAF,GRASS,435575.09562687564
SSP2_1000C_CACN_NoCC,2065,R5MAF,URB,5952.48283633995
SSP2_1000C_CACN_NoCC,2065,R5LAM,OTH,72183.21731250001
SSP2_1000C_CACN_NoCC,2065,R5LAM,CROP,147199.8672414261
SSP2_1000C_CACN_NoCC,2065,R5LAM,CROP_FLW,10401.388376425559
SSP2_1000C_CACN_NoCC,2065,R5LAM,PRM_FRS,1094559.9880437194
SSP2_1000C_CACN_NoCC,2065,R5LAM,MNG_FRS,15331.16557570526
SSP2_1000C_CACN_NoCC,2065,R5LAM,BIOCROP,40973.19021502777
SSP2_1000C_CACN_NoCC,2065,R5LAM,GRAZING,528472.8734643045
SSP2_1000C_CACN_NoCC,2065,R5LAM,GRASS,217357.84025626327
SSP2_1000C_CACN_NoCC,2065,R5LAM,URB,8636.873675798419
SSP2_1000C_CACN_NoCC,2070,USA,OTH,33613.452
SSP2_1000C_CACN_NoCC,2070,USA,CROP,116459.26475251309
SSP2_1000C_CACN_NoCC,2070,USA,CROP_FLW,45996.63543156859
SSP2_1000C_CACN_NoCC,2070,USA,PRM_FRS,279133.9682648514
SSP2_1000C_CACN_NoCC,2070,USA,MNG_FRS,43326.02254946652
SSP2_1000C_CACN_NoCC,2070,USA,BIOCROP,54591.06922806525
SSP2_1000C_CACN_NoCC,2070,USA,GRAZING,225215.10386767762
SSP2_1000C_CACN_NoCC,2070,USA,GRASS,69429.84478967443
SSP2_1000C_CACN_NoCC,2070,USA,URB,11695.345311309815
SSP2_1000C_CACN_NoCC,2070,XE25,OTH,3206.0
SSP2_1000C_CACN_NoCC,2070,XE25,CROP,61782.5534081552
SSP2_1000C_CACN_NoCC,2070,XE25,CROP_FLW,13047.045152698927
SSP2_1000C_CACN_NoCC,2070,XE25,PRM_FRS,98281.43385277738
SSP2_1000C_CACN_NoCC,2070,XE25,MNG_FRS,43981.04330070963
SSP2_1000C_CACN_NoCC,2070,XE25,BIOCROP,48712.34505840082
SSP2_1000C_CACN_NoCC,2070,XE25,GRAZING,57413.95793490018
SSP2_1000C_CACN_NoCC,2070,XE25,GRASS,20485.88934810399
SSP2_1000C_CACN_NoCC,2070,XE25,URB,9106.496241195679
SSP2_1000C_CACN_NoCC,2070,XER,OTH,13232.0
SSP2_1000C_CACN_NoCC,2070,XER,CROP,33127.459533401554
SSP2_1000C_CACN_NoCC,2070,XER,CROP_FLW,2340.537476086147
SSP2_1000C_CACN_NoCC,2070,XER,PRM_FRS,34813.50788133942
SSP2_1000C_CACN_NoCC,2070,XER,MNG_FRS,3714.4455873789107
SSP2_1000C_CACN_NoCC,2070,XER,BIOCROP,6916.269864061459
SSP2_1000C_CACN_NoCC,2070,XER,GRAZING,15157.468720701769
SSP2_1000C_CACN_NoCC,2070,XER,GRASS,3048.4226984202605
SSP2_1000C_CACN_NoCC,2070,XER,URB,1090.242361709595
SSP2_1000C_CACN_NoCC,2070,TUR,CROP,22593.289722594163
SSP2_1000C_CACN_NoCC,2070,TUR,CROP_FLW,3043.6788316400493
SSP2_1000C_CACN_NoCC,2070,TUR,PRM_FRS,11238.708250151094
SSP2_1000C_CACN_NoCC,2070,TUR,MNG_FRS,875.3723863191224
SSP2_1000C_CACN_NoCC,2070,TUR,BIOCROP,6504.69418423829
SSP2_1000C_CACN_NoCC,2070,TUR,GRAZING,13879.37276781023
SSP2_1000C_CACN_NoCC,2070,TUR,GRASS,17203.675265828308
SSP2_1000C_CACN_NoCC,2070,TUR,URB,821.3799714660644
SSP2_1000C_CACN_NoCC,2070,XOC,OTH,1467.0
SSP2_1000C_CACN_NoCC,2070,XOC,CROP,35338.53297755604
SSP2_1000C_CACN_NoCC,2070,XOC,CROP_FLW,31329.794826221427
SSP2_1000C_CACN_NoCC,2070,XOC,PRM_FRS,204671.9718973326
SSP2_1000C_CACN_NoCC,2070,XOC,MNG_FRS,3431.770998325635
SSP2_1000C_CACN_NoCC,2070,XOC,BIOCROP,22977.601699619463
SSP2_1000C_CACN_NoCC,2070,XOC,GRAZING,372202.3035830526
SSP2_1000C_CACN_NoCC,2070,XOC,GRASS,428542.20950182737
SSP2_1000C_CACN_NoCC,2070,XOC,URB,883.3264156804086
SSP2_1000C_CACN_NoCC,2070,CHN,OTH,239998.39534375
SSP2_1000C_CACN_NoCC,2070,CHN,CROP,65041.68445837397
SSP2_1000C_CACN_NoCC,2070,CHN,PRM_FRS,290558.21615234757
SSP2_1000C_CACN_NoCC,2070,CHN,MNG_FRS,9782.21347347243
SSP2_1000C_CACN_NoCC,2070,CHN,BIOCROP,40938.682983215236
SSP2_1000C_CACN_NoCC,2070,CHN,GRAZING,357535.750329934
SSP2_1000C_CACN_NoCC,2070,CHN,GRASS,58755.23214090507
SSP2_1000C_CACN_NoCC,2070,CHN,URB,8006.078889526368
SSP2_1000C_CACN_NoCC,2070,IND,OTH,13430.3702109375
SSP2_1000C_CACN_NoCC,2070,IND,CROP,172713.22394144774
SSP2_1000C_CACN_NoCC,2070,IND,PRM_FRS,36921.55015637469
SSP2_1000C_CACN_NoCC,2070,IND,MNG_FRS,11264.125567700776
SSP2_1000C_CACN_NoCC,2070,IND,BIOCROP,18214.592176398997
SSP2_1000C_CACN_NoCC,2070,IND,GRAZING,7332.701575187657
SSP2_1000C_CACN_NoCC,2070,IND,GRASS,13571.915214838771
SSP2_1000C_CACN_NoCC,2070,IND,URB,3026.2728974914553
SSP2_1000C_CACN_NoCC,2070,JPN,CROP,1606.8198185707206
SSP2_1000C_CACN_NoCC,2070,JPN,CROP_FLW,544.0969715938946
SSP2_1000C_CACN_NoCC,2070,JPN,PRM_FRS,25021.027755717812
SSP2_1000C_CACN_NoCC,2070,JPN,MNG_FRS,1239.260557526303
SSP2_1000C_CACN_NoCC,2070,JPN,BIOCROP,403.0536231782782
SSP2_1000C_CACN_NoCC,2070,JPN,GRAZING,48.9503175760679
SSP2_1000C_CACN_NoCC,2070,JPN,GRASS,498.1167054624027
SSP2_1000C_CACN_NoCC,2070,JPN,URB,1710.2899680175783
SSP2_1000C_CACN_NoCC,2070,XSE,OTH,14506.901
SSP2_1000C_CACN_NoCC,2070,XSE,CROP,62804.55691299893
SSP2_1000C_CACN_NoCC,2070,XSE,CROP_FLW,1598.0401454279279
SSP2_1000C_CACN_NoCC,2070,XSE,PRM_FRS,246096.41495199522
SSP2_1000C_CACN_NoCC,2070,XSE,MNG_FRS,5788.1637946327455
SSP2_1000C_CACN_NoCC,2070,XSE,BIOCROP,35468.87094448929
SSP2_1000C_CACN_NoCC,2070,XSE,GRAZING,126707.70988191265
SSP2_1000C_CACN_NoCC,2070,XSE,GRASS,55801.529376392726
SSP2_1000C_CACN_NoCC,2070,XSE,URB,3032.1656320037837
SSP2_1000C_CACN_NoCC,2070,XSA,OTH,44675.7545
SSP2_1000C_CACN_NoCC,2070,XSA,CROP,48020.479547746574
SSP2_1000C_CACN_NoCC,2070,XSA,CROP_FLW,1672.0260301997407
SSP2_1000C_CACN_NoCC,2070,XSA,PRM_FRS,11741.955557017975
SSP2_1000C_CACN_NoCC,2070,XSA,MNG_FRS,3349.944659923977
SSP2_1000C_CACN_NoCC,2070,XSA,BIOCROP,6682.441853097808
SSP2_1000C_CACN_NoCC,2070,XSA,GRAZING,39885.15339797846
SSP2_1000C_CACN_NoCC,2070,XSA,GRASS,27710.920381811495
SSP2_1000C_CACN_NoCC,2070,XSA,URB,866.7895990753174
SSP2_1000C_CACN_NoCC,2070,CAN,OTH,283585.656
SSP2_1000C_CACN_NoCC,2070,CAN,CROP,32238.49970448041
SSP2_1000C_CACN_NoCC,2070,CAN,CROP_FLW,4409.266883117097
SSP2_1000C_CACN_NoCC,2070,CAN,PRM_FRS,289334.0433002362
SSP2_1000C_CACN_NoCC,2070,CAN,MNG_FRS,33527.951993100054
SSP2_1000C_CACN_NoCC,2070,CAN,BIOCROP,11642.887279883043
SSP2_1000C_CACN_NoCC,2070,CAN,GRAZING,12865.128881687911
SSP2_1000C_CACN_NoCC,2070,CAN,GRASS,1331.9785006278028
SSP2_1000C_CACN_NoCC,2070,CAN,URB,785.9824775390625
SSP2_1000C_CACN_NoCC,2070,BRA,CROP,59428.712392337184
SSP2_1000C_CACN_NoCC,2070,BRA,CROP_FLW,112.41687628539607
SSP2_1000C_CACN_NoCC,2070,BRA,PRM_FRS,595775.4640183949
SSP2_1000C_CACN_NoCC,2070,BRA,MNG_FRS,2951.573302507669
SSP2_1000C_CACN_NoCC,2070,BRA,BIOCROP,28062.93930487587
SSP2_1000C_CACN_NoCC,2070,BRA,GRAZING,173367.93004360757
SSP2_1000C_CACN_NoCC,2070,BRA,GRASS,40815.53251570557
SSP2_1000C_CACN_NoCC,2070,BRA,URB,3742.538360931397
SSP2_1000C_CACN_NoCC,2070,XLM,OTH,72183.21731250001
SSP2_1000C_CACN_NoCC,2070,XLM,CROP,82392.94312796413
SSP2_1000C_CACN_NoCC,2070,XLM,CROP_FLW,7524.526201428941
SSP2_1000C_CACN_NoCC,2070,XLM,PRM_FRS,543686.8463658061
SSP2_1000C_CACN_NoCC,2070,XLM,MNG_FRS,11034.79293586378
SSP2_1000C_CACN_NoCC,2070,XLM,BIOCROP,19161.382699401856
SSP2_1000C_CACN_NoCC,2070,XLM,GRAZING,347956.1088890844
SSP2_1000C_CACN_NoCC,2070,XLM,GRASS,142025.14449960858
SSP2_1000C_CACN_NoCC,2070,XLM,URB,4894.335314867021
SSP2_1000C_CACN_NoCC,2070,CIS,OTH,253974.9918984375
SSP2_1000C_CACN_NoCC,2070,CIS,CROP,74799.81603713657
SSP2_1000C_CACN_NoCC,2070,CIS,CROP_FLW,49744.35485420628
SSP2_1000C_CACN_NoCC,2070,CIS,PRM_FRS,1005186.5861227381
SSP2_1000C_CACN_NoCC,2070,CIS,MNG_FRS,24087.086539415508
SSP2_1000C_CACN_NoCC,2070,CIS,BIOCROP,42041.79704548718
SSP2_1000C_CACN_NoCC,2070,CIS,GRAZING,327939.90276745363
SSP2_1000C_CACN_NoCC,2070,CIS,GRASS,81498.33886732499
SSP2_1000C_CACN_NoCC,2070,CIS,URB,5880.5270887603765
SSP2_1000C_CACN_NoCC,2070,XME,OTH,281021.7655625
SSP2_1000C_CACN_NoCC,2070,XME,CROP,32723.809920761283
SSP2_1000C_CACN_NoCC,2070,XME,CROP_FLW,1343.1461284035427
SSP2_1000C_CACN_NoCC,2070,XME,PRM_FRS,9102.026625257353
SSP2_1000C_CACN_NoCC,2070,XME,MNG_FRS,537.701719364973
SSP2_1000C_CACN_NoCC,2070,XME,BIOCROP,23487.44810843094
SSP2_1000C_CACN_NoCC,2070,XME,GRAZING,260801.630307464
SSP2_1000C_CACN_NoCC,2070,XME,GRASS,68998.50854640045
SSP2_1000C_CACN_NoCC,2070,XME,URB,2128.071955810547
SSP2_1000C_CACN_NoCC,2070,XNF,OTH,456890.6350624999
SSP2_1000C_CACN_NoCC,2070,XNF,CROP,30636.77458591802
SSP2_1000C_CACN_NoCC,2070,XNF,CROP_FLW,1054.50468937737
SSP2_1000C_CACN_NoCC,2070,XNF,PRM_FRS,2996.6098243253155
SSP2_1000C_CACN_NoCC,2070,XNF,MNG_FRS,56.206806422008235
SSP2_1000C_CACN_NoCC,2070,XNF,BIOCROP,4929.77209133904
SSP2_1000C_CACN_NoCC,2070,XNF,GRAZING,73371.95534955856
SSP2_1000C_CACN_NoCC,2070,XNF,GRASS,2202.144094126298
SSP2_1000C_CACN_NoCC,2070,XNF,URB,927.4797019042969
SSP2_1000C_CACN_NoCC,2070,XAF,OTH,399410.63371875
SSP2_1000C_CACN_NoCC,2070,XAF,CROP,471634.7785109219
SSP2_1000C_CACN_NoCC,2070,XAF,CROP_FLW,5095.6698730323715
SSP2_1000C_CACN_NoCC,2070,XAF,PRM_FRS,625705.0703121613
SSP2_1000C_CACN_NoCC,2070,XAF,MNG_FRS,19382.342537067245
SSP2_1000C_CACN_NoCC,2070,XAF,BIOCROP,40858.330030143494
SSP2_1000C_CACN_NoCC,2070,XAF,GRAZING,862058.9895256615
SSP2_1000C_CACN_NoCC,2070,XAF,GRASS,312537.6173782897
SSP2_1000C_CACN_NoCC,2070,XAF,URB,2896.931178625107
SSP2_1000C_CACN_NoCC,2070,ASIA2,OTH,312611.42105468747
SSP2_1000C_CACN_NoCC,2070,ASIA2,CROP,350186.76467913797
SSP2_1000C_CACN_NoCC,2070,ASIA2,CROP_FLW,3814.163147221563
SSP2_1000C_CACN_NoCC,2070,ASIA2,PRM_FRS,610339.1645734533
SSP2_1000C_CACN_NoCC,2070,ASIA2,MNG_FRS,31423.708053256232
SSP2_1000C_CACN_NoCC,2070,ASIA2,BIOCROP,101707.64158037961
SSP2_1000C_CACN_NoCC,2070,ASIA2,GRAZING,531510.2655025888
SSP2_1000C_CACN_NoCC,2070,ASIA2,GRASS,156337.71381941048
SSP2_1000C_CACN_NoCC,2070,ASIA2,URB,16641.596986114502
SSP2_1000C_CACN_NoCC,2070,World,OTH,2111196.772609375
SSP2_1000C_CACN_NoCC,2070,World,CROP,1403343.1993528777
SSP2_1000C_CACN_NoCC,2070,World,CROP_FLW,168855.74037128774
SSP2_1000C_CACN_NoCC,2070,World,PRM_FRS,4310265.401288825
SSP2_1000C_CACN_NoCC,2070,World,MNG_FRS,218330.01870919726
SSP2_1000C_CACN_NoCC,2070,World,BIOCROP,411594.1781743264
SSP2_1000C_CACN_NoCC,2070,World,GRAZING,3273740.118141249
SSP2_1000C_CACN_NoCC,2070,World,GRASS,1344457.0198253482
SSP2_1000C_CACN_NoCC,2070,World,URB,61494.25336591386
SSP2_1000C_CACN_NoCC,2070,Non-OECD,OTH,1776092.664609375
SSP2_1000C_CACN_NoCC,2070,Non-OECD,CROP,1100196.7794356064
SSP2_1000C_CACN_NoCC,2070,Non-OECD,CROP_FLW,68144.68479836157
SSP2_1000C_CACN_NoCC,2070,Non-OECD,PRM_FRS,3367770.740086419
SSP2_1000C_CACN_NoCC,2070,Non-OECD,MNG_FRS,88234.1513363711
SSP2_1000C_CACN_NoCC,2070,Non-OECD,BIOCROP,259846.25723687973
SSP2_1000C_CACN_NoCC,2070,Non-OECD,GRAZING,2576957.832067842
SSP2_1000C_CACN_NoCC,2070,Non-OECD,GRASS,803916.8830154036
SSP2_1000C_CACN_NoCC,2070,Non-OECD,URB,35401.19061899567
SSP2_1000C_CACN_NoCC,2070,Industrial,OTH,321872.108
SSP2_1000C_CACN_NoCC,2070,Industrial,CROP,247425.67066127548
SSP2_1000C_CACN_NoCC,2070,Industrial,CROP_FLW,95326.83926519995
SSP2_1000C_CACN_NoCC,2070,Industrial,PRM_FRS,896442.4450709155
SSP2_1000C_CACN_NoCC,2070,Industrial,MNG_FRS,125506.04939912814
SSP2_1000C_CACN_NoCC,2070,Industrial,BIOCROP,138326.95688914685
SSP2_1000C_CACN_NoCC,2070,Industrial,GRAZING,667745.4445848943
SSP2_1000C_CACN_NoCC,2070,Industrial,GRASS,520288.03884569596
SSP2_1000C_CACN_NoCC,2070,Industrial,URB,24181.440413742544
SSP2_1000C_CACN_NoCC,2070,Transition,OTH,520635.75745312497
SSP2_1000C_CACN_NoCC,2070,Transition,CROP,427704.1860852912
SSP2_1000C_CACN_NoCC,2070,Transition,CROP_FLW,55240.98803821787
SSP2_1000C_CACN_NoCC,2070,Transition,PRM_FRS,1974494.0325813456
SSP2_1000C_CACN_NoCC,2070,Transition,MNG_FRS,52674.816856794416
SSP2_1000C_CACN_NoCC,2070,Transition,BIOCROP,142678.97555827704
SSP2_1000C_CACN_NoCC,2070,Transition,GRAZING,895213.1262046949
SSP2_1000C_CACN_NoCC,2070,Transition,GRASS,214893.11670302297
SSP2_1000C_CACN_NoCC,2070,Transition,URB,22567.039569885255
SSP2_1000C_CACN_NoCC,2070,Developing,OTH,1268688.90715625
SSP2_1000C_CACN_NoCC,2070,Developing,CROP,728213.3426063108
SSP2_1000C_CACN_NoCC,2070,Developing,CROP_FLW,18287.913067869893
SSP2_1000C_CACN_NoCC,2070,Developing,PRM_FRS,1439328.9236365631
