scenario,region,type,year,value
SSP2_BaU_NoCC,XOC,CROP_FLW,2015,9471.265977711935
SSP2_BaU_NoCC,XOC,CROP_FLW,2020,8964.53419043572
SSP2_BaU_NoCC,XOC,CROP_FLW,2025,8388.705444916332
SSP2_BaU_NoCC,XOC,CROP_FLW,2030,7539.621932023251
SSP2_BaU_NoCC,XOC,CROP_FLW,2035,7027.454225606401
SSP2_BaU_NoCC,XOC,CROP_FLW,2040,6509.726757579337
SSP2_BaU_NoCC,XOC,CROP_FLW,2045,6265.6452957818965
SSP2_BaU_NoCC,XOC,CROP_FLW,2050,6161.537332805252
SSP2_BaU_NoCC,XOC,CROP_FLW,2060,5846.24090319632
SSP2_BaU_NoCC,XOC,CROP_FLW,2070,5250.337112581045
SSP2_BaU_NoCC,XOC,CROP_FLW,2080,4786.6685900883285
SSP2_BaU_NoCC,XOC,CROP_FLW,2090,4519.391850372368
SSP2_BaU_NoCC,XOC,CROP_FLW,2100,4494.706254911351
SSP2_BaU_NoCC,XOC,GL,2005,711970.8242608844
SSP2_BaU_NoCC,XOC,GL,2010,370862.0984072101
SSP2_BaU_NoCC,XOC,GL,2015,365825.0435030061
SSP2_BaU_NoCC,XOC,GL,2020,349465.4381353204
SSP2_BaU_NoCC,XOC,GL,2025,325109.7801416151
SSP2_BaU_NoCC,XOC,GL,2030,306385.7363614882
SSP2_BaU_NoCC,XOC,GL,2035,298191.0046805192
SSP2_BaU_NoCC,XOC,GL,2040,290355.1102060296
SSP2_BaU_NoCC,XOC,GL,2045,287545.9150342284
SSP2_BaU_NoCC,XOC,GL,2050,286079.14287392603
SSP2_BaU_NoCC,XOC,GL,2060,280392.6662240914
SSP2_BaU_NoCC,XOC,GL,2070,272699.4775001437
SSP2_BaU_NoCC,XOC,GL,2080,270666.2231894808
SSP2_BaU_NoCC,XOC,GL,2090,269569.6242679084
SSP2_BaU_NoCC,XOC,GL,2100,269380.6661053724
SSP2_BaU_NoCC,XOC,GRO,2005,9850.765890751478
SSP2_BaU_NoCC,XOC,GRO,2010,8565.857653938388
SSP2_BaU_NoCC,XOC,GRO,2015,10195.224398512506
SSP2_BaU_NoCC,XOC,GRO,2020,9731.46085949117
SSP2_BaU_NoCC,XOC,GRO,2025,9717.776049110762
SSP2_BaU_NoCC,XOC,GRO,2030,9428.239688176403
SSP2_BaU_NoCC,XOC,GRO,2035,8985.616252711756
SSP2_BaU_NoCC,XOC,GRO,2040,8296.903617056312
SSP2_BaU_NoCC,XOC,GRO,2045,7725.929736094902
SSP2_BaU_NoCC,XOC,GRO,2050,7233.756568576109
SSP2_BaU_NoCC,XOC,GRO,2060,6275.8506907334195
SSP2_BaU_NoCC,XOC,GRO,2070,5037.238746615808
SSP2_BaU_NoCC,XOC,GRO,2080,3770.1270690909496
SSP2_BaU_NoCC,XOC,GRO,2090,3173.515504043951
SSP2_BaU_NoCC,XOC,GRO,2100,3129.6927810310253
SSP2_BaU_NoCC,XOC,OL,2005,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2010,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2015,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2020,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2025,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2030,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2035,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2040,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2045,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2050,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2060,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2070,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2080,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2090,12743.726306746647
SSP2_BaU_NoCC,XOC,OL,2100,12743.726306746647
SSP2_BaU_NoCC,XOC,OTH_A,2005,3087.1458224828343
SSP2_BaU_NoCC,XOC,OTH_A,2010,3760.7715478088794
SSP2_BaU_NoCC,XOC,OTH_A,2015,3710.939021931804
SSP2_BaU_NoCC,XOC,OTH_A,2020,3629.028688292723
SSP2_BaU_NoCC,XOC,OTH_A,2025,3565.631950789348
SSP2_BaU_NoCC,XOC,OTH_A,2030,3422.8551316356957
SSP2_BaU_NoCC,XOC,OTH_A,2035,3308.0685030770674
SSP2_BaU_NoCC,XOC,OTH_A,2040,3161.379260904792
SSP2_BaU_NoCC,XOC,OTH_A,2045,3083.474038894986
SSP2_BaU_NoCC,XOC,OTH_A,2050,3031.9970550057483
SSP2_BaU_NoCC,XOC,OTH_A,2060,2798.779911962446
SSP2_BaU_NoCC,XOC,OTH_A,2070,2266.9517629669544
SSP2_BaU_NoCC,XOC,OTH_A,2080,2121.1970929786626
SSP2_BaU_NoCC,XOC,OTH_A,2090,2025.091784555439
SSP2_BaU_NoCC,XOC,OTH_A,2100,1850.2115603780449
SSP2_BaU_NoCC,XOC,PAS,2005,342745.16319842
SSP2_BaU_NoCC,XOC,PAS,2010,342745.16319842
SSP2_BaU_NoCC,XOC,PAS,2015,339494.56776365085
SSP2_BaU_NoCC,XOC,PAS,2020,359216.1143164291
SSP2_BaU_NoCC,XOC,PAS,2025,386102.97769830294
SSP2_BaU_NoCC,XOC,PAS,2030,409631.4847635346
SSP2_BaU_NoCC,XOC,PAS,2035,420388.6970324889
SSP2_BaU_NoCC,XOC,PAS,2040,430730.0015146114
SSP2_BaU_NoCC,XOC,PAS,2045,435324.7468885688
SSP2_BaU_NoCC,XOC,PAS,2050,437623.3827855784
SSP2_BaU_NoCC,XOC,PAS,2060,444964.86771194206
SSP2_BaU_NoCC,XOC,PAS,2070,457407.88872912864
SSP2_BaU_NoCC,XOC,PAS,2080,464861.92517471645
SSP2_BaU_NoCC,XOC,PAS,2090,470009.70823965396
SSP2_BaU_NoCC,XOC,PAS,2100,471253.27121304604
SSP2_BaU_NoCC,XOC,PDR,2005,74.06088816810835
SSP2_BaU_NoCC,XOC,PDR,2010,25.876036883174677
SSP2_BaU_NoCC,XOC,PDR,2015,120.39448051397461
SSP2_BaU_NoCC,XOC,PDR,2020,122.0176125830295
SSP2_BaU_NoCC,XOC,PDR,2025,121.33609297283502
SSP2_BaU_NoCC,XOC,PDR,2030,118.96989694576413
SSP2_BaU_NoCC,XOC,PDR,2035,118.8872229342108
SSP2_BaU_NoCC,XOC,PDR,2040,116.4225939522638
SSP2_BaU_NoCC,XOC,PDR,2045,118.26205621044393
SSP2_BaU_NoCC,XOC,PDR,2050,122.61318194916315
SSP2_BaU_NoCC,XOC,PDR,2060,118.56373767178009
SSP2_BaU_NoCC,XOC,PDR,2070,90.24661081142753
SSP2_BaU_NoCC,XOC,PDR,2080,91.53902792679139
SSP2_BaU_NoCC,XOC,PDR,2090,82.93144704423682
SSP2_BaU_NoCC,XOC,PDR,2100,74.24481762421097
SSP2_BaU_NoCC,XOC,SL,2005,1008.6252612257504
SSP2_BaU_NoCC,XOC,SL,2010,1102.2825389028808
SSP2_BaU_NoCC,XOC,SL,2015,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2020,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2025,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2030,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2035,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2040,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2045,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2050,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2060,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2070,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2080,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2090,1210.0846653582778
SSP2_BaU_NoCC,XOC,SL,2100,1210.0846653582778
SSP2_BaU_NoCC,XSE,wht,2005,276.8979822967477
SSP2_BaU_NoCC,XSE,wht,2010,776.622236074186
SSP2_BaU_NoCC,XSE,wht,2015,1027.0938107108275
SSP2_BaU_NoCC,XSE,wht,2020,992.1790597623542
SSP2_BaU_NoCC,XSE,wht,2025,977.6256387920365
SSP2_BaU_NoCC,XSE,wht,2030,964.787622619359
SSP2_BaU_NoCC,XSE,wht,2035,973.9419006779366
SSP2_BaU_NoCC,XSE,wht,2040,976.390818659692
SSP2_BaU_NoCC,XSE,wht,2045,970.1115651207057
SSP2_BaU_NoCC,XSE,wht,2050,956.6296442354119
SSP2_BaU_NoCC,XSE,wht,2060,964.848973635102
SSP2_BaU_NoCC,XSE,wht,2070,965.2935790615637
SSP2_BaU_NoCC,XSE,wht,2080,958.35059209784
SSP2_BaU_NoCC,XSE,wht,2090,957.872814692666
SSP2_BaU_NoCC,XSE,wht,2100,978.0407711876865
SSP2_BaU_NoCC,XSE,frs,2005,296211.4297157561
SSP2_BaU_NoCC,XSE,frs,2010,277662.98637472506
SSP2_BaU_NoCC,XSE,frs,2015,281818.26099776506
SSP2_BaU_NoCC,XSE,frs,2020,278808.38863483054
SSP2_BaU_NoCC,XSE,frs,2025,273166.4080556226
SSP2_BaU_NoCC,XSE,frs,2030,268878.2164009135
SSP2_BaU_NoCC,XSE,frs,2035,265702.2473170095
SSP2_BaU_NoCC,XSE,frs,2040,263290.91842292063
SSP2_BaU_NoCC,XSE,frs,2045,261752.94670153208
SSP2_BaU_NoCC,XSE,frs,2050,260648.96753585627
SSP2_BaU_NoCC,XSE,frs,2060,258701.84959468944
SSP2_BaU_NoCC,XSE,frs,2070,258207.32257372662
SSP2_BaU_NoCC,XSE,frs,2080,256546.41891505115
SSP2_BaU_NoCC,XSE,frs,2090,255233.13601761442
SSP2_BaU_NoCC,XSE,frs,2100,255024.81433570542
SSP2_BaU_NoCC,XSE,OSD,2005,20316.950944020577
SSP2_BaU_NoCC,XSE,OSD,2010,23276.88402931752
SSP2_BaU_NoCC,XSE,OSD,2015,26223.489623219513
SSP2_BaU_NoCC,XSE,OSD,2020,26758.66244957248
SSP2_BaU_NoCC,XSE,OSD,2025,27295.67483268189
SSP2_BaU_NoCC,XSE,OSD,2030,27784.80310059971
SSP2_BaU_NoCC,XSE,OSD,2035,28177.640931739592
SSP2_BaU_NoCC,XSE,OSD,2040,28340.081589842295
SSP2_BaU_NoCC,XSE,OSD,2045,28244.659264450314
SSP2_BaU_NoCC,XSE,OSD,2050,28073.256944567358
SSP2_BaU_NoCC,XSE,OSD,2060,27379.894867010236
SSP2_BaU_NoCC,XSE,OSD,2070,26220.20679481196
SSP2_BaU_NoCC,XSE,OSD,2080,25409.181364462012
SSP2_BaU_NoCC,XSE,OSD,2090,24777.03628216388
SSP2_BaU_NoCC,XSE,OSD,2100,24548.184308965327
SSP2_BaU_NoCC,XSE,BIO,2025,1620.8516431104986
SSP2_BaU_NoCC,XSE,BIO,2030,2635.7098763210106
SSP2_BaU_NoCC,XSE,BIO,2035,3615.3658425540416
SSP2_BaU_NoCC,XSE,BIO,2040,4531.51014008925
SSP2_BaU_NoCC,XSE,BIO,2045,5578.61430126242
SSP2_BaU_NoCC,XSE,BIO,2050,6650.315459250136
SSP2_BaU_NoCC,XSE,BIO,2060,8405.831465274996
SSP2_BaU_NoCC,XSE,BIO,2070,9477.762897751483
SSP2_BaU_NoCC,XSE,BIO,2080,10087.835495275292
SSP2_BaU_NoCC,XSE,BIO,2090,10236.500276519064
SSP2_BaU_NoCC,XSE,BIO,2100,10580.32313197697
SSP2_BaU_NoCC,XSE,C_B,2005,2675.642109214025
SSP2_BaU_NoCC,XSE,C_B,2010,2533.8020768148353
SSP2_BaU_NoCC,XSE,C_B,2015,3351.654446796755
SSP2_BaU_NoCC,XSE,C_B,2020,3412.8921585186654
SSP2_BaU_NoCC,XSE,C_B,2025,3425.118329559942
SSP2_BaU_NoCC,XSE,C_B,2030,3445.4624940643057
SSP2_BaU_NoCC,XSE,C_B,2035,3469.88538340946
SSP2_BaU_NoCC,XSE,C_B,2040,3468.7398314518423
SSP2_BaU_NoCC,XSE,C_B,2045,3436.0918911170966
SSP2_BaU_NoCC,XSE,C_B,2050,3395.3683728459273
SSP2_BaU_NoCC,XSE,C_B,2060,3339.0957075302686
SSP2_BaU_NoCC,XSE,C_B,2070,3284.2446282408923
SSP2_BaU_NoCC,XSE,C_B,2080,3295.8606328700466
SSP2_BaU_NoCC,XSE,C_B,2090,3326.278327240946
SSP2_BaU_NoCC,XSE,C_B,2100,3378.2959626786474
SSP2_BaU_NoCC,XSE,CL,2005,99040.61027564341
SSP2_BaU_NoCC,XSE,CL,2010,106337.47625881826
SSP2_BaU_NoCC,XSE,CL,2015,111790.4370889322
SSP2_BaU_NoCC,XSE,CL,2020,114145.76623205688
SSP2_BaU_NoCC,XSE,CL,2025,118390.93973413891
SSP2_BaU_NoCC,XSE,CL,2030,122036.0852342902
SSP2_BaU_NoCC,XSE,CL,2035,125427.35164904885
SSP2_BaU_NoCC,XSE,CL,2040,127941.5188876899
SSP2_BaU_NoCC,XSE,CL,2045,129631.7795875585
SSP2_BaU_NoCC,XSE,CL,2050,130687.32201795699
SSP2_BaU_NoCC,XSE,CL,2060,131547.9667663231
SSP2_BaU_NoCC,XSE,CL,2070,130251.06973846715
SSP2_BaU_NoCC,XSE,CL,2080,129884.74597358514
SSP2_BaU_NoCC,XSE,CL,2090,130313.8976258212
SSP2_BaU_NoCC,XSE,CL,2100,132120.86892952118
SSP2_BaU_NoCC,XSE,CROP_FLW,2005,11905.988608819222
SSP2_BaU_NoCC,XSE,CROP_FLW,2010,11647.127531761576
SSP2_BaU_NoCC,XSE,CROP_FLW,2015,11768.026465400717
SSP2_BaU_NoCC,XSE,CROP_FLW,2020,11834.538149089243
SSP2_BaU_NoCC,XSE,CROP_FLW,2025,11962.37246787339
SSP2_BaU_NoCC,XSE,CROP_FLW,2030,12071.428187414404
SSP2_BaU_NoCC,XSE,CROP_FLW,2035,12169.395512962288
SSP2_BaU_NoCC,XSE,CROP_FLW,2040,12248.531654158607
SSP2_BaU_NoCC,XSE,CROP_FLW,2045,12336.43521482755
SSP2_BaU_NoCC,XSE,CROP_FLW,2050,12419.353861280453
SSP2_BaU_NoCC,XSE,CROP_FLW,2060,12575.38379604007
SSP2_BaU_NoCC,XSE,CROP_FLW,2070,12607.704259871305
SSP2_BaU_NoCC,XSE,CROP_FLW,2080,12465.47876169931
SSP2_BaU_NoCC,XSE,CROP_FLW,2090,12264.181562595584
SSP2_BaU_NoCC,XSE,CROP_FLW,2100,12288.27511210477
SSP2_BaU_NoCC,XSE,GL,2005,189886.90853807027
SSP2_BaU_NoCC,XSE,GL,2010,54795.40269864854
SSP2_BaU_NoCC,XSE,GL,2015,65525.042133059855
SSP2_BaU_NoCC,XSE,GL,2020,64278.41360167521
SSP2_BaU_NoCC,XSE,GL,2025,61153.49740397507
SSP2_BaU_NoCC,XSE,GL,2030,59954.024292077556
SSP2_BaU_NoCC,XSE,GL,2035,59311.915460974335
SSP2_BaU_NoCC,XSE,GL,2040,58784.067677902225
SSP2_BaU_NoCC,XSE,GL,2045,58308.351812968016
SSP2_BaU_NoCC,XSE,GL,2050,57939.1631669977
SSP2_BaU_NoCC,XSE,GL,2060,57238.560979232556
SSP2_BaU_NoCC,XSE,GL,2070,56824.591861689936
SSP2_BaU_NoCC,XSE,GL,2080,56216.416438766304
SSP2_BaU_NoCC,XSE,GL,2090,55651.615820106905
SSP2_BaU_NoCC,XSE,GL,2100,55341.53489316563
SSP2_BaU_NoCC,XSE,GRO,2005,12877.760463056022
SSP2_BaU_NoCC,XSE,GRO,2010,14509.938092705774
SSP2_BaU_NoCC,XSE,GRO,2015,15287.72240439709
SSP2_BaU_NoCC,XSE,GRO,2020,15584.83305419736
SSP2_BaU_NoCC,XSE,GRO,2025,16056.537159803473
SSP2_BaU_NoCC,XSE,GRO,2030,16279.935570779304
SSP2_BaU_NoCC,XSE,GRO,2035,16290.914153393895
SSP2_BaU_NoCC,XSE,GRO,2040,16069.705676055126
SSP2_BaU_NoCC,XSE,GRO,2045,15873.044998918038
SSP2_BaU_NoCC,XSE,GRO,2050,15682.54700706293
SSP2_BaU_NoCC,XSE,GRO,2060,15393.487443554859
SSP2_BaU_NoCC,XSE,GRO,2070,15163.583475830474
SSP2_BaU_NoCC,XSE,GRO,2080,15551.891146409544
SSP2_BaU_NoCC,XSE,GRO,2090,16406.97887284643
SSP2_BaU_NoCC,XSE,GRO,2100,16931.36194974633
SSP2_BaU_NoCC,XSE,OL,2005,27543.938527358525
SSP2_BaU_NoCC,XSE,OL,2010,27543.938527358525
SSP2_BaU_NoCC,XSE,OL,2015,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2020,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2025,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2030,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2035,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2040,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2045,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2050,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2060,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2070,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2080,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2090,27543.93852735853
SSP2_BaU_NoCC,XSE,OL,2100,27543.93852735853
SSP2_BaU_NoCC,XSE,OTH_A,2005,17777.03618747305
SSP2_BaU_NoCC,XSE,OTH_A,2010,19598.076636343212
SSP2_BaU_NoCC,XSE,OTH_A,2015,21567.274390335388
SSP2_BaU_NoCC,XSE,OTH_A,2020,21772.993189827685
SSP2_BaU_NoCC,XSE,OTH_A,2025,22394.433640296862
SSP2_BaU_NoCC,XSE,OTH_A,2030,23030.16332868353
SSP2_BaU_NoCC,XSE,OTH_A,2035,23644.560590043948
SSP2_BaU_NoCC,XSE,OTH_A,2040,24098.417973119293
SSP2_BaU_NoCC,XSE,OTH_A,2045,24363.666441598853
SSP2_BaU_NoCC,XSE,OTH_A,2050,24443.303065785374
SSP2_BaU_NoCC,XSE,OTH_A,2060,24233.298751781567
SSP2_BaU_NoCC,XSE,OTH_A,2070,23521.914273212817
SSP2_BaU_NoCC,XSE,OTH_A,2080,22994.508146878332
SSP2_BaU_NoCC,XSE,OTH_A,2090,22959.925114011487
SSP2_BaU_NoCC,XSE,OTH_A,2100,23278.728541989447
SSP2_BaU_NoCC,XSE,PAS,2005,147846.66333569118
SSP2_BaU_NoCC,XSE,PAS,2010,147846.66333569118
SSP2_BaU_NoCC,XSE,PAS,2015,126489.38626021208
SSP2_BaU_NoCC,XSE,PAS,2020,128390.55801140654
SSP2_BaU_NoCC,XSE,PAS,2025,132912.28128623258
SSP2_BaU_NoCC,XSE,PAS,2030,134754.8005526879
SSP2_BaU_NoCC,XSE,PAS,2035,135181.61205293654
SSP2_BaU_NoCC,XSE,PAS,2040,135606.62149145646
SSP2_BaU_NoCC,XSE,PAS,2045,135930.04837791057
SSP2_BaU_NoCC,XSE,PAS,2050,136347.67375915818
SSP2_BaU_NoCC,XSE,PAS,2060,138134.74913972412
SSP2_BaU_NoCC,XSE,PAS,2070,140340.14230608553
SSP2_BaU_NoCC,XSE,PAS,2080,142975.54515256657
SSP2_BaU_NoCC,XSE,PAS,2090,144424.47701642668
SSP2_BaU_NoCC,XSE,PAS,2100,143135.90832157698
SSP2_BaU_NoCC,XSE,PDR,2005,33210.333980763746
SSP2_BaU_NoCC,XSE,PDR,2010,33995.02565580117
SSP2_BaU_NoCC,XSE,PDR,2015,32565.17594807188
SSP2_BaU_NoCC,XSE,PDR,2020,33789.668171089084
SSP2_BaU_NoCC,XSE,PDR,2025,34658.32602202082
SSP2_BaU_NoCC,XSE,PDR,2030,35823.79505380855
SSP2_BaU_NoCC,XSE,PDR,2035,37085.64733426769
SSP2_BaU_NoCC,XSE,PDR,2040,38208.14120431376
SSP2_BaU_NoCC,XSE,PDR,2045,38829.15591026352
SSP2_BaU_NoCC,XSE,PDR,2050,39066.54766292948
SSP2_BaU_NoCC,XSE,PDR,2060,39256.125761496034
SSP2_BaU_NoCC,XSE,PDR,2070,39010.35982968668
SSP2_BaU_NoCC,XSE,PDR,2080,39121.63983389277
SSP2_BaU_NoCC,XSE,PDR,2090,39385.124375751155
SSP2_BaU_NoCC,XSE,PDR,2100,40137.65915087206
SSP2_BaU_NoCC,XSE,SL,2005,2420.0129964553826
SSP2_BaU_NoCC,XSE,SL,2010,2726.799346560418
SSP2_BaU_NoCC,XSE,SL,2015,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2020,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2025,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2030,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2035,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2040,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2045,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2050,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2060,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2070,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2080,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2090,3038.6864119720467
SSP2_BaU_NoCC,XSE,SL,2100,3038.6864119720467
SSP2_BaU_NoCC,XSA,wht,2005,7787.097870418497
SSP2_BaU_NoCC,XSA,wht,2010,8307.828551814635
SSP2_BaU_NoCC,XSA,wht,2015,7868.106016944698
SSP2_BaU_NoCC,XSA,wht,2020,7943.802946328072
SSP2_BaU_NoCC,XSA,wht,2025,8318.331180490388
SSP2_BaU_NoCC,XSA,wht,2030,8688.385098249126
SSP2_BaU_NoCC,XSA,wht,2035,9359.550280512925
SSP2_BaU_NoCC,XSA,wht,2040,10035.465321649684
SSP2_BaU_NoCC,XSA,wht,2045,10827.435441841872
SSP2_BaU_NoCC,XSA,wht,2050,11607.111522146784
SSP2_BaU_NoCC,XSA,wht,2060,13757.127330120282
SSP2_BaU_NoCC,XSA,wht,2070,16206.92659415063
SSP2_BaU_NoCC,XSA,wht,2080,17118.11949375575
SSP2_BaU_NoCC,XSA,wht,2090,17523.171620570378
SSP2_BaU_NoCC,XSA,wht,2100,17711.17026489231
SSP2_BaU_NoCC,XSA,frs,2005,64953.79642377001
SSP2_BaU_NoCC,XSA,frs,2010,64965.14222110097
SSP2_BaU_NoCC,XSA,frs,2015,65010.38936617026
SSP2_BaU_NoCC,XSA,frs,2020,64522.579432205406
SSP2_BaU_NoCC,XSA,frs,2025,63729.896796239125
SSP2_BaU_NoCC,XSA,frs,2030,62560.10938325583
SSP2_BaU_NoCC,XSA,frs,2035,61902.104283760724
SSP2_BaU_NoCC,XSA,frs,2040,61608.1380921219
SSP2_BaU_NoCC,XSA,frs,2045,61717.83359677851
SSP2_BaU_NoCC,XSA,frs,2050,62253.305182783675
SSP2_BaU_NoCC,XSA,frs,2060,62472.258027780365
SSP2_BaU_NoCC,XSA,frs,2070,62454.596740068664
SSP2_BaU_NoCC,XSA,frs,2080,62856.175631433456
SSP2_BaU_NoCC,XSA,frs,2090,63275.95480731379
SSP2_BaU_NoCC,XSA,frs,2100,63430.92241827382
SSP2_BaU_NoCC,XSA,OSD,2005,3843.235631449283
SSP2_BaU_NoCC,XSA,OSD,2010,3715.831778451912
SSP2_BaU_NoCC,XSA,OSD,2015,3788.43932121352
SSP2_BaU_NoCC,XSA,OSD,2020,3862.2809146421573
SSP2_BaU_NoCC,XSA,OSD,2025,4034.214512661923
SSP2_BaU_NoCC,XSA,OSD,2030,4297.873207912392
SSP2_BaU_NoCC,XSA,OSD,2035,4587.184439880935
SSP2_BaU_NoCC,XSA,OSD,2040,4802.466548911044
SSP2_BaU_NoCC,XSA,OSD,2045,5031.095138076895
SSP2_BaU_NoCC,XSA,OSD,2050,5247.310105331268
SSP2_BaU_NoCC,XSA,OSD,2060,5509.683731993213
SSP2_BaU_NoCC,XSA,OSD,2070,5435.08061399907
SSP2_BaU_NoCC,XSA,OSD,2080,5395.272778322051
SSP2_BaU_NoCC,XSA,OSD,2090,5405.022693500113
SSP2_BaU_NoCC,XSA,OSD,2100,5376.740318884464
SSP2_BaU_NoCC,XSA,BIO,2025,217.5532030428306
SSP2_BaU_NoCC,XSA,BIO,2030,416.4661606796554
SSP2_BaU_NoCC,XSA,BIO,2035,741.3972515009369
SSP2_BaU_NoCC,XSA,BIO,2040,1290.680331513137
SSP2_BaU_NoCC,XSA,BIO,2045,1530.722929852906
SSP2_BaU_NoCC,XSA,BIO,2050,1800.1901252797313
SSP2_BaU_NoCC,XSA,BIO,2060,2474.60765947133
SSP2_BaU_NoCC,XSA,BIO,2070,3139.5520795904813
SSP2_BaU_NoCC,XSA,BIO,2080,3781.836659331977
SSP2_BaU_NoCC,XSA,BIO,2090,4359.5535888652585
SSP2_BaU_NoCC,XSA,BIO,2100,4912.091628058635
SSP2_BaU_NoCC,XSA,C_B,2005,843.7109139303199
SSP2_BaU_NoCC,XSA,C_B,2010,809.7019444249337
SSP2_BaU_NoCC,XSA,C_B,2015,887.7066238079168
SSP2_BaU_NoCC,XSA,C_B,2020,914.7964894257254
SSP2_BaU_NoCC,XSA,C_B,2025,943.1558936198252
SSP2_BaU_NoCC,XSA,C_B,2030,1021.9393212183137
SSP2_BaU_NoCC,XSA,C_B,2035,1104.785002833309
SSP2_BaU_NoCC,XSA,C_B,2040,1186.3961504118588
SSP2_BaU_NoCC,XSA,C_B,2045,1268.5359622921437
SSP2_BaU_NoCC,XSA,C_B,2050,1345.7913407054389
SSP2_BaU_NoCC,XSA,C_B,2060,1500.9423781589796
SSP2_BaU_NoCC,XSA,C_B,2070,1516.275635152958
SSP2_BaU_NoCC,XSA,C_B,2080,1477.5934240029444
SSP2_BaU_NoCC,XSA,C_B,2090,1451.346312085539
SSP2_BaU_NoCC,XSA,C_B,2100,1428.3420290042486
SSP2_BaU_NoCC,XSA,CL,2005,44281.01542230626
SSP2_BaU_NoCC,XSA,CL,2010,45172.520397640496
SSP2_BaU_NoCC,XSA,CL,2015,45702.47363317524
SSP2_BaU_NoCC,XSA,CL,2020,45800.72662846128
SSP2_BaU_NoCC,XSA,CL,2025,47537.063404275636
SSP2_BaU_NoCC,XSA,CL,2030,49139.58850287604
SSP2_BaU_NoCC,XSA,CL,2035,51742.68549208543
SSP2_BaU_NoCC,XSA,CL,2040,54253.22379931833
SSP2_BaU_NoCC,XSA,CL,2045,56712.81711300589
SSP2_BaU_NoCC,XSA,CL,2050,58931.85770828131
SSP2_BaU_NoCC,XSA,CL,2060,63660.68106632358
SSP2_BaU_NoCC,XSA,CL,2070,67992.32741860967
SSP2_BaU_NoCC,XSA,CL,2080,70322.79693226732
SSP2_BaU_NoCC,XSA,CL,2090,71362.8100129999
SSP2_BaU_NoCC,XSA,CL,2100,71364.83307647127
SSP2_BaU_NoCC,XSA,CROP_FLW,2005,15780.615518081333
SSP2_BaU_NoCC,XSA,CROP_FLW,2010,14791.801485558031
SSP2_BaU_NoCC,XSA,CROP_FLW,2015,15664.069785796179
SSP2_BaU_NoCC,XSA,CROP_FLW,2020,15387.066732388304
SSP2_BaU_NoCC,XSA,CROP_FLW,2025,15611.136538257084
SSP2_BaU_NoCC,XSA,CROP_FLW,2030,15295.041844305215
SSP2_BaU_NoCC,XSA,CROP_FLW,2035,15469.765998488187
SSP2_BaU_NoCC,XSA,CROP_FLW,2040,15682.999853189745
SSP2_BaU_NoCC,XSA,CROP_FLW,2045,15901.858992423446
SSP2_BaU_NoCC,XSA,CROP_FLW,2050,16018.042298919385
SSP2_BaU_NoCC,XSA,CROP_FLW,2060,16423.99846676177
