scenario,basin,type,year,value
SSP2_BaU_NoCC,HKG_CHIN,OTH_A,2050,0.966225418725999
SSP2_BaU_NoCC,HKG_CHIN,OTH_A,2060,0.8711075028204688
SSP2_BaU_NoCC,HKG_CHIN,OTH_A,2070,0.7766126034477282
SSP2_BaU_NoCC,HKG_CHIN,OTH_A,2080,0.6971480156727491
SSP2_BaU_NoCC,HKG_CHIN,OTH_A,2090,0.6413967338073377
SSP2_BaU_NoCC,HKG_CHIN,OTH_A,2100,0.5977516695403587
SSP2_BaU_NoCC,HKG_CHIN,PAS,2005,1.175525756409331
SSP2_BaU_NoCC,HKG_CHIN,PAS,2010,1.175525756409331
SSP2_BaU_NoCC,HKG_CHIN,PAS,2015,1.1746643938579118
SSP2_BaU_NoCC,HKG_CHIN,PAS,2020,1.2295311168308654
SSP2_BaU_NoCC,HKG_CHIN,PAS,2025,1.21399038363158
SSP2_BaU_NoCC,HKG_CHIN,PAS,2030,1.0051146155593245
SSP2_BaU_NoCC,HKG_CHIN,PAS,2035,0.9375990134096824
SSP2_BaU_NoCC,HKG_CHIN,PAS,2040,1.0421341311858914
SSP2_BaU_NoCC,HKG_CHIN,PAS,2045,1.2337530604030595
SSP2_BaU_NoCC,HKG_CHIN,PAS,2050,1.5422738427565168
SSP2_BaU_NoCC,HKG_CHIN,PAS,2060,2.402676187277345
SSP2_BaU_NoCC,HKG_CHIN,PAS,2070,3.233089384773028
SSP2_BaU_NoCC,HKG_CHIN,PAS,2080,4.188815649587944
SSP2_BaU_NoCC,HKG_CHIN,PAS,2090,5.052178186355005
SSP2_BaU_NoCC,HKG_CHIN,PAS,2100,5.466812326366841
SSP2_BaU_NoCC,HKG_CHIN,SL,2005,23.057995037718364
SSP2_BaU_NoCC,HKG_CHIN,SL,2010,24.178672074003018
SSP2_BaU_NoCC,HKG_CHIN,SL,2015,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2020,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2025,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2030,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2035,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2040,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2045,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2050,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2060,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2070,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2080,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2090,24.219111644096643
SSP2_BaU_NoCC,HKG_CHIN,SL,2100,24.219111644096643
SSP2_BaU_NoCC,HND_SCAM,wht,2005,2.518345664933551
SSP2_BaU_NoCC,HND_SCAM,wht,2010,2.490281638036786
SSP2_BaU_NoCC,HND_SCAM,wht,2015,2.7579266360200965
SSP2_BaU_NoCC,HND_SCAM,wht,2020,2.712765209267061
SSP2_BaU_NoCC,HND_SCAM,wht,2025,2.7413221107333854
SSP2_BaU_NoCC,HND_SCAM,wht,2030,2.834255038608536
SSP2_BaU_NoCC,HND_SCAM,wht,2035,2.9337760879452714
SSP2_BaU_NoCC,HND_SCAM,wht,2040,3.0197671712593785
SSP2_BaU_NoCC,HND_SCAM,wht,2045,3.1032947153737456
SSP2_BaU_NoCC,HND_SCAM,wht,2050,3.1788088537512578
SSP2_BaU_NoCC,HND_SCAM,wht,2060,3.409771569900538
SSP2_BaU_NoCC,HND_SCAM,wht,2070,3.814100748308038
SSP2_BaU_NoCC,HND_SCAM,wht,2080,4.318709717674888
SSP2_BaU_NoCC,HND_SCAM,wht,2090,4.866503712285159
SSP2_BaU_NoCC,HND_SCAM,wht,2100,5.814095965880253
SSP2_BaU_NoCC,HND_SCAM,frs,2005,7333.213630465573
SSP2_BaU_NoCC,HND_SCAM,frs,2010,7261.643146808057
SSP2_BaU_NoCC,HND_SCAM,frs,2015,7214.356049068531
SSP2_BaU_NoCC,HND_SCAM,frs,2020,7069.3033803884
SSP2_BaU_NoCC,HND_SCAM,frs,2025,6931.717437098048
SSP2_BaU_NoCC,HND_SCAM,frs,2030,6752.260501571082
SSP2_BaU_NoCC,HND_SCAM,frs,2035,6654.222706203533
SSP2_BaU_NoCC,HND_SCAM,frs,2040,6614.0945499185555
SSP2_BaU_NoCC,HND_SCAM,frs,2045,6605.043115509704
SSP2_BaU_NoCC,HND_SCAM,frs,2050,6615.8632264634825
SSP2_BaU_NoCC,HND_SCAM,frs,2060,6733.621210001797
SSP2_BaU_NoCC,HND_SCAM,frs,2070,6924.12581528637
SSP2_BaU_NoCC,HND_SCAM,frs,2080,7296.311311633071
SSP2_BaU_NoCC,HND_SCAM,frs,2090,7741.737390305173
SSP2_BaU_NoCC,HND_SCAM,frs,2100,7989.700466056657
SSP2_BaU_NoCC,HND_SCAM,OSD,2005,99.91145863330912
SSP2_BaU_NoCC,HND_SCAM,OSD,2010,132.36888034061556
SSP2_BaU_NoCC,HND_SCAM,OSD,2015,197.82190908033516
SSP2_BaU_NoCC,HND_SCAM,OSD,2020,197.16103413500858
SSP2_BaU_NoCC,HND_SCAM,OSD,2025,207.2431053440213
SSP2_BaU_NoCC,HND_SCAM,OSD,2030,217.24773005157485
SSP2_BaU_NoCC,HND_SCAM,OSD,2035,228.06111870734924
SSP2_BaU_NoCC,HND_SCAM,OSD,2040,235.92599134304305
SSP2_BaU_NoCC,HND_SCAM,OSD,2045,241.13066811928974
SSP2_BaU_NoCC,HND_SCAM,OSD,2050,244.01194806371453
SSP2_BaU_NoCC,HND_SCAM,OSD,2060,248.45650967181567
SSP2_BaU_NoCC,HND_SCAM,OSD,2070,249.56170057214953
SSP2_BaU_NoCC,HND_SCAM,OSD,2080,251.04238762134068
SSP2_BaU_NoCC,HND_SCAM,OSD,2090,254.720817946012
SSP2_BaU_NoCC,HND_SCAM,OSD,2100,280.7557033102096
SSP2_BaU_NoCC,HND_SCAM,BIO,2025,23.485295915094692
SSP2_BaU_NoCC,HND_SCAM,BIO,2030,35.896020269117855
SSP2_BaU_NoCC,HND_SCAM,BIO,2035,47.22513010423323
SSP2_BaU_NoCC,HND_SCAM,BIO,2040,59.21884345928994
SSP2_BaU_NoCC,HND_SCAM,BIO,2045,77.3193295339929
SSP2_BaU_NoCC,HND_SCAM,BIO,2050,100.27506596011328
SSP2_BaU_NoCC,HND_SCAM,BIO,2060,156.31455716664158
SSP2_BaU_NoCC,HND_SCAM,BIO,2070,209.77308949034895
SSP2_BaU_NoCC,HND_SCAM,BIO,2080,251.9747202771428
SSP2_BaU_NoCC,HND_SCAM,BIO,2090,274.7195777163979
SSP2_BaU_NoCC,HND_SCAM,BIO,2100,331.95241549329495
SSP2_BaU_NoCC,HND_SCAM,C_B,2005,94.80102914253328
SSP2_BaU_NoCC,HND_SCAM,C_B,2010,91.41102927210235
SSP2_BaU_NoCC,HND_SCAM,C_B,2015,75.12798737333605
SSP2_BaU_NoCC,HND_SCAM,C_B,2020,77.84849845377809
SSP2_BaU_NoCC,HND_SCAM,C_B,2025,80.88372366476541
SSP2_BaU_NoCC,HND_SCAM,C_B,2030,84.22317210310534
SSP2_BaU_NoCC,HND_SCAM,C_B,2035,87.86462967730306
SSP2_BaU_NoCC,HND_SCAM,C_B,2040,91.08808558784327
SSP2_BaU_NoCC,HND_SCAM,C_B,2045,93.67459411629976
SSP2_BaU_NoCC,HND_SCAM,C_B,2050,95.43359771069473
SSP2_BaU_NoCC,HND_SCAM,C_B,2060,98.93058730634932
SSP2_BaU_NoCC,HND_SCAM,C_B,2070,101.43393619223583
SSP2_BaU_NoCC,HND_SCAM,C_B,2080,103.6669541498385
SSP2_BaU_NoCC,HND_SCAM,C_B,2090,104.07671265478953
SSP2_BaU_NoCC,HND_SCAM,C_B,2100,111.00904108462689
SSP2_BaU_NoCC,HND_SCAM,CL,2005,1378.009752859442
SSP2_BaU_NoCC,HND_SCAM,CL,2010,1423.6266274368586
SSP2_BaU_NoCC,HND_SCAM,CL,2015,1480.6477134469858
SSP2_BaU_NoCC,HND_SCAM,CL,2020,1471.0251639775977
SSP2_BaU_NoCC,HND_SCAM,CL,2025,1545.2591753882693
SSP2_BaU_NoCC,HND_SCAM,CL,2030,1610.3276222362197
SSP2_BaU_NoCC,HND_SCAM,CL,2035,1675.6578015238797
SSP2_BaU_NoCC,HND_SCAM,CL,2040,1734.3260542603027
SSP2_BaU_NoCC,HND_SCAM,CL,2045,1786.0119011378747
SSP2_BaU_NoCC,HND_SCAM,CL,2050,1836.7852987712456
SSP2_BaU_NoCC,HND_SCAM,CL,2060,1921.1652380885712
SSP2_BaU_NoCC,HND_SCAM,CL,2070,1996.2734470905316
SSP2_BaU_NoCC,HND_SCAM,CL,2080,2081.962512158242
SSP2_BaU_NoCC,HND_SCAM,CL,2090,2140.446586232222
SSP2_BaU_NoCC,HND_SCAM,CL,2100,2120.621913384907
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2005,143.99413125591605
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2010,127.81116485895625
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2015,121.51860190358418
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2020,119.9121787369916
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2025,121.75310597333392
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2030,122.70636855982465
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2035,124.2749318664627
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2040,126.05477185208
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2045,127.83116604773203
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2050,129.73811983103627
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2060,133.85367753114946
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2070,138.35832231776843
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2080,145.04795760426805
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2090,151.50221817329586
SSP2_BaU_NoCC,HND_SCAM,CROP_FLW,2100,153.19913065093837
SSP2_BaU_NoCC,HND_SCAM,GL,2005,2071.159242113834
SSP2_BaU_NoCC,HND_SCAM,GL,2010,360.31295816255806
SSP2_BaU_NoCC,HND_SCAM,GL,2015,340.1477573902009
SSP2_BaU_NoCC,HND_SCAM,GL,2020,333.3087076372601
SSP2_BaU_NoCC,HND_SCAM,GL,2025,326.821704536731
SSP2_BaU_NoCC,HND_SCAM,GL,2030,318.3605371432116
SSP2_BaU_NoCC,HND_SCAM,GL,2035,313.7381791660147
SSP2_BaU_NoCC,HND_SCAM,GL,2040,311.8461873824514
SSP2_BaU_NoCC,HND_SCAM,GL,2045,311.4194237053616
SSP2_BaU_NoCC,HND_SCAM,GL,2050,311.9295782431487
SSP2_BaU_NoCC,HND_SCAM,GL,2060,317.4817181351794
SSP2_BaU_NoCC,HND_SCAM,GL,2070,326.46376917609234
SSP2_BaU_NoCC,HND_SCAM,GL,2080,344.0118442994206
SSP2_BaU_NoCC,HND_SCAM,GL,2090,365.01312018779123
SSP2_BaU_NoCC,HND_SCAM,GL,2100,376.7042653930984
SSP2_BaU_NoCC,HND_SCAM,GRO,2005,460.8597562815146
SSP2_BaU_NoCC,HND_SCAM,GRO,2010,456.0477197142882
SSP2_BaU_NoCC,HND_SCAM,GRO,2015,477.14835336058604
SSP2_BaU_NoCC,HND_SCAM,GRO,2020,475.55522226001364
SSP2_BaU_NoCC,HND_SCAM,GRO,2025,513.3515775617839
SSP2_BaU_NoCC,HND_SCAM,GRO,2030,550.0945307734066
SSP2_BaU_NoCC,HND_SCAM,GRO,2035,582.0002641622739
SSP2_BaU_NoCC,HND_SCAM,GRO,2040,609.4164961325733
SSP2_BaU_NoCC,HND_SCAM,GRO,2045,635.2318515064923
SSP2_BaU_NoCC,HND_SCAM,GRO,2050,662.7360291601365
SSP2_BaU_NoCC,HND_SCAM,GRO,2060,687.1777402529167
SSP2_BaU_NoCC,HND_SCAM,GRO,2070,707.9773107280666
SSP2_BaU_NoCC,HND_SCAM,GRO,2080,754.7316741107591
SSP2_BaU_NoCC,HND_SCAM,GRO,2090,793.8907910787099
SSP2_BaU_NoCC,HND_SCAM,GRO,2100,655.4240325925983
SSP2_BaU_NoCC,HND_SCAM,OL,2005,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2010,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2015,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2020,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2025,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2030,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2035,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2040,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2045,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2050,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2060,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2070,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2080,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2090,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OL,2100,402.7878916330552
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2005,568.8849122134583
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2010,604.6341229117947
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2015,583.4115307170308
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2020,573.7954051407833
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2025,569.8902225603788
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2030,568.9616192981275
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2035,571.9523298696737
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2040,575.4773135688406
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2045,570.9305253031965
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2050,562.0950380309258
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2060,548.6290719395001
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2070,536.8359905469752
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2080,519.5895025960336
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2090,501.4997278979898
SSP2_BaU_NoCC,HND_SCAM,OTH_A,2100,516.4323820058838
SSP2_BaU_NoCC,HND_SCAM,PAS,2005,1729.5509685545162
SSP2_BaU_NoCC,HND_SCAM,PAS,2010,1729.5509685545162
SSP2_BaU_NoCC,HND_SCAM,PAS,2015,1733.9820951143465
SSP2_BaU_NoCC,HND_SCAM,PAS,2020,1895.496363016803
SSP2_BaU_NoCC,HND_SCAM,PAS,2025,1965.3352979970148
SSP2_BaU_NoCC,HND_SCAM,PAS,2030,2088.184954069555
SSP2_BaU_NoCC,HND_SCAM,PAS,2035,2125.51492812664
SSP2_BaU_NoCC,HND_SCAM,PAS,2040,2108.8668234587562
SSP2_BaU_NoCC,HND_SCAM,PAS,2045,2066.6591746671247
SSP2_BaU_NoCC,HND_SCAM,PAS,2050,2004.5555115421835
SSP2_BaU_NoCC,HND_SCAM,PAS,2060,1796.8654487945194
SSP2_BaU_NoCC,HND_SCAM,PAS,2070,1522.2705834670726
SSP2_BaU_NoCC,HND_SCAM,PAS,2080,1046.847946929323
SSP2_BaU_NoCC,HND_SCAM,PAS,2090,521.936518294884
SSP2_BaU_NoCC,HND_SCAM,PAS,2100,282.1069701853963
SSP2_BaU_NoCC,HND_SCAM,PDR,2005,7.040119667777018
SSP2_BaU_NoCC,HND_SCAM,PDR,2010,8.863428701064716
SSP2_BaU_NoCC,HND_SCAM,PDR,2015,22.86140437609385
SSP2_BaU_NoCC,HND_SCAM,PDR,2020,24.04006004175456
SSP2_BaU_NoCC,HND_SCAM,PDR,2025,25.91082225815882
SSP2_BaU_NoCC,HND_SCAM,PDR,2030,28.363926142454627
SSP2_BaU_NoCC,HND_SCAM,PDR,2035,31.345621048638513
SSP2_BaU_NoCC,HND_SCAM,PDR,2040,34.12478514537329
SSP2_BaU_NoCC,HND_SCAM,PDR,2045,36.790471795497666
SSP2_BaU_NoCC,HND_SCAM,PDR,2050,39.31669116087327
SSP2_BaU_NoCC,HND_SCAM,PDR,2060,44.39332265029776
SSP2_BaU_NoCC,HND_SCAM,PDR,2070,48.51899649467971
SSP2_BaU_NoCC,HND_SCAM,PDR,2080,51.590606081184504
SSP2_BaU_NoCC,HND_SCAM,PDR,2090,55.17023705274199
SSP2_BaU_NoCC,HND_SCAM,PDR,2100,66.03511228147508
SSP2_BaU_NoCC,HND_SCAM,SL,2005,41.97886660236496
SSP2_BaU_NoCC,HND_SCAM,SL,2010,49.22779107922527
SSP2_BaU_NoCC,HND_SCAM,SL,2015,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2020,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2025,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2030,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2035,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2040,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2045,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2050,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2060,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2070,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2080,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2090,55.227942285159926
SSP2_BaU_NoCC,HND_SCAM,SL,2100,55.227942285159926
SSP2_BaU_NoCC,HRV_AGBS,wht,2005,36.48218246059126
SSP2_BaU_NoCC,HRV_AGBS,wht,2010,44.07395688217782
SSP2_BaU_NoCC,HRV_AGBS,wht,2015,12.300360605193944
SSP2_BaU_NoCC,HRV_AGBS,wht,2020,10.425598291645073
SSP2_BaU_NoCC,HRV_AGBS,wht,2025,9.815056339050415
SSP2_BaU_NoCC,HRV_AGBS,wht,2030,9.276844126641082
SSP2_BaU_NoCC,HRV_AGBS,wht,2035,8.788734867995515
SSP2_BaU_NoCC,HRV_AGBS,wht,2040,8.357541532835192
SSP2_BaU_NoCC,HRV_AGBS,wht,2045,7.903447981266907
SSP2_BaU_NoCC,HRV_AGBS,wht,2050,7.476765498893893
SSP2_BaU_NoCC,HRV_AGBS,wht,2060,7.159394217912799
SSP2_BaU_NoCC,HRV_AGBS,wht,2070,7.264302783640656
SSP2_BaU_NoCC,HRV_AGBS,wht,2080,7.2842418697193985
SSP2_BaU_NoCC,HRV_AGBS,wht,2090,7.2250478276071
SSP2_BaU_NoCC,HRV_AGBS,wht,2100,7.059396047405093
SSP2_BaU_NoCC,HRV_AGBS,frs,2005,1415.8482300812173
SSP2_BaU_NoCC,HRV_AGBS,frs,2010,1372.3060079337781
SSP2_BaU_NoCC,HRV_AGBS,frs,2015,1365.977795196271
SSP2_BaU_NoCC,HRV_AGBS,frs,2020,1413.853876293835
SSP2_BaU_NoCC,HRV_AGBS,frs,2025,1448.9473701067154
SSP2_BaU_NoCC,HRV_AGBS,frs,2030,1471.1405826150396
SSP2_BaU_NoCC,HRV_AGBS,frs,2035,1488.6694105902786
SSP2_BaU_NoCC,HRV_AGBS,frs,2040,1507.6436878082438
SSP2_BaU_NoCC,HRV_AGBS,frs,2045,1529.714228171948
SSP2_BaU_NoCC,HRV_AGBS,frs,2050,1549.0066667216604
SSP2_BaU_NoCC,HRV_AGBS,frs,2060,1573.0139178860195
SSP2_BaU_NoCC,HRV_AGBS,frs,2070,1588.0455881793541
SSP2_BaU_NoCC,HRV_AGBS,frs,2080,1606.2603426800974
SSP2_BaU_NoCC,HRV_AGBS,frs,2090,1615.0749297031155
SSP2_BaU_NoCC,HRV_AGBS,frs,2100,1619.7393846374316
SSP2_BaU_NoCC,HRV_AGBS,OSD,2005,32.95869472628174
SSP2_BaU_NoCC,HRV_AGBS,OSD,2010,32.11412907646877
SSP2_BaU_NoCC,HRV_AGBS,OSD,2015,15.088566163280039
SSP2_BaU_NoCC,HRV_AGBS,OSD,2020,10.885686607820665
SSP2_BaU_NoCC,HRV_AGBS,OSD,2025,8.450178005464311
SSP2_BaU_NoCC,HRV_AGBS,OSD,2030,8.195725147572078
SSP2_BaU_NoCC,HRV_AGBS,OSD,2035,8.431919601932153
SSP2_BaU_NoCC,HRV_AGBS,OSD,2040,8.782991291246194
SSP2_BaU_NoCC,HRV_AGBS,OSD,2045,9.088925720365802
SSP2_BaU_NoCC,HRV_AGBS,OSD,2050,9.369273997829731
SSP2_BaU_NoCC,HRV_AGBS,OSD,2060,9.951764524378307
SSP2_BaU_NoCC,HRV_AGBS,OSD,2070,10.223530843641946
SSP2_BaU_NoCC,HRV_AGBS,OSD,2080,10.273458839315962
SSP2_BaU_NoCC,HRV_AGBS,OSD,2090,10.34118558598569
SSP2_BaU_NoCC,HRV_AGBS,OSD,2100,10.175642709547278
SSP2_BaU_NoCC,HRV_AGBS,BIO,2025,1.7069223389158483
SSP2_BaU_NoCC,HRV_AGBS,BIO,2030,2.4007109780595743
SSP2_BaU_NoCC,HRV_AGBS,BIO,2035,3.9576745090459857
SSP2_BaU_NoCC,HRV_AGBS,BIO,2040,4.302637154388958
SSP2_BaU_NoCC,HRV_AGBS,BIO,2045,4.749740309527317
SSP2_BaU_NoCC,HRV_AGBS,BIO,2050,4.867531056580724
SSP2_BaU_NoCC,HRV_AGBS,BIO,2060,4.1378068448711405
SSP2_BaU_NoCC,HRV_AGBS,BIO,2070,2.9961388071631214
SSP2_BaU_NoCC,HRV_AGBS,BIO,2080,2.2125173591753233
SSP2_BaU_NoCC,HRV_AGBS,BIO,2090,1.75495681553787
SSP2_BaU_NoCC,HRV_AGBS,BIO,2100,1.6868390013483807
SSP2_BaU_NoCC,HRV_AGBS,C_B,2005,7.539586006341325
SSP2_BaU_NoCC,HRV_AGBS,C_B,2010,6.414932800489956
SSP2_BaU_NoCC,HRV_AGBS,C_B,2015,1.2465012095638828
SSP2_BaU_NoCC,HRV_AGBS,C_B,2020,0.9814673879597068
SSP2_BaU_NoCC,HRV_AGBS,C_B,2025,0.7619507170402885
SSP2_BaU_NoCC,HRV_AGBS,C_B,2030,0.7139826105659752
SSP2_BaU_NoCC,HRV_AGBS,C_B,2035,0.714919384703566
SSP2_BaU_NoCC,HRV_AGBS,C_B,2040,0.7316228091012442
SSP2_BaU_NoCC,HRV_AGBS,C_B,2045,0.7461795018790823
SSP2_BaU_NoCC,HRV_AGBS,C_B,2050,0.7583212709702688
SSP2_BaU_NoCC,HRV_AGBS,C_B,2060,0.8028868897442484
SSP2_BaU_NoCC,HRV_AGBS,C_B,2070,0.8400119181219271
SSP2_BaU_NoCC,HRV_AGBS,C_B,2080,0.8634893350999143
SSP2_BaU_NoCC,HRV_AGBS,C_B,2090,0.8761449113882155
SSP2_BaU_NoCC,HRV_AGBS,C_B,2100,0.8756288773221549
SSP2_BaU_NoCC,HRV_AGBS,CL,2005,198.72646375359795
SSP2_BaU_NoCC,HRV_AGBS,CL,2010,207.79420846198084
SSP2_BaU_NoCC,HRV_AGBS,CL,2015,191.53030361157712
SSP2_BaU_NoCC,HRV_AGBS,CL,2020,145.83026348934396
SSP2_BaU_NoCC,HRV_AGBS,CL,2025,135.07458396514323
SSP2_BaU_NoCC,HRV_AGBS,CL,2030,131.362140988177
SSP2_BaU_NoCC,HRV_AGBS,CL,2035,129.57951370981053
SSP2_BaU_NoCC,HRV_AGBS,CL,2040,127.23006227567683
SSP2_BaU_NoCC,HRV_AGBS,CL,2045,124.54435027227039
SSP2_BaU_NoCC,HRV_AGBS,CL,2050,121.5879505341103
SSP2_BaU_NoCC,HRV_AGBS,CL,2060,117.2349293504563
SSP2_BaU_NoCC,HRV_AGBS,CL,2070,113.26150046588225
SSP2_BaU_NoCC,HRV_AGBS,CL,2080,105.83431545131558
SSP2_BaU_NoCC,HRV_AGBS,CL,2090,101.57594884123797
SSP2_BaU_NoCC,HRV_AGBS,CL,2100,99.10173396560035
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2005,3.807627945737003
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2010,3.0461023565896026
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2015,8.55447077355595
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2020,7.6437395995293125
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2025,7.459434020833407
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2030,7.416926337004718
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2035,7.412734761932171
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2040,7.394804094740552
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2045,7.372828485999203
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2050,7.333501691811713
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2060,7.260251447934314
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2070,7.172797272588494
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2080,6.976918240896339
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2090,6.8553663207522035
SSP2_BaU_NoCC,HRV_AGBS,CROP_FLW,2100,6.781819570656895
SSP2_BaU_NoCC,HRV_AGBS,GL,2005,244.2897785267662
SSP2_BaU_NoCC,HRV_AGBS,GL,2010,79.02302214073052
SSP2_BaU_NoCC,HRV_AGBS,GL,2015,99.01447255151322
SSP2_BaU_NoCC,HRV_AGBS,GL,2020,102.48482538915044
SSP2_BaU_NoCC,HRV_AGBS,GL,2025,105.02861767632506
SSP2_BaU_NoCC,HRV_AGBS,GL,2030,106.63731822655596
SSP2_BaU_NoCC,HRV_AGBS,GL,2035,107.90791549579278
SSP2_BaU_NoCC,HRV_AGBS,GL,2040,109.28328781691683
SSP2_BaU_NoCC,HRV_AGBS,GL,2045,110.88309633556486
SSP2_BaU_NoCC,HRV_AGBS,GL,2050,112.28153094698379
SSP2_BaU_NoCC,HRV_AGBS,GL,2060,114.02172417692516
SSP2_BaU_NoCC,HRV_AGBS,GL,2070,115.11131209767828
SSP2_BaU_NoCC,HRV_AGBS,GL,2080,116.4316295405304
SSP2_BaU_NoCC,HRV_AGBS,GL,2090,117.07056502536241
SSP2_BaU_NoCC,HRV_AGBS,GL,2100,117.40867340947072
SSP2_BaU_NoCC,HRV_AGBS,GRO,2005,101.82016991160229
SSP2_BaU_NoCC,HRV_AGBS,GRO,2010,101.08502050351053
SSP2_BaU_NoCC,HRV_AGBS,GRO,2015,30.80422204187988
SSP2_BaU_NoCC,HRV_AGBS,GRO,2020,23.594788456953015
SSP2_BaU_NoCC,HRV_AGBS,GRO,2025,20.96513162845824
SSP2_BaU_NoCC,HRV_AGBS,GRO,2030,20.563563119931004
SSP2_BaU_NoCC,HRV_AGBS,GRO,2035,20.4398610054484
SSP2_BaU_NoCC,HRV_AGBS,GRO,2040,20.411386601638828
SSP2_BaU_NoCC,HRV_AGBS,GRO,2045,19.73486430998768
SSP2_BaU_NoCC,HRV_AGBS,GRO,2050,18.863414256990716
SSP2_BaU_NoCC,HRV_AGBS,GRO,2060,18.358233540253693
SSP2_BaU_NoCC,HRV_AGBS,GRO,2070,17.968097117135656
SSP2_BaU_NoCC,HRV_AGBS,GRO,2080,14.236604460235947
